(0.000393289, -0.035814910, 0.044841490)
(-0.029095350, 0.122257600, 0.304274900)
(-0.008582726, -0.026717630, 0.132785900)
(0.005044013, -0.057815990, -0.026524150)
(-0.012718640, -0.121925300, -0.195380400)
(0.035238920, -0.058788910, -0.174530100)
(0.002305096, -0.119404300, -0.108895800)
(-0.043622830, -0.033477890, -0.033395780)
(-0.013319180, 0.028447880, 0.054591700)
(0.009855879, -0.038919480, 0.034190880)
(-0.019673540, -0.033546690, -0.023644640)
(0.004434473, -0.001336033, -0.019163850)
(0.042790100, -0.046442950, 0.091282560)
(-0.012401310, -0.030510350, -0.011259870)
(-0.044524050, -0.038462620, -0.041019610)
(-0.086484540, -0.056612460, -0.078049230)
(-0.090603350, -0.036833890, 0.007738485)
(0.000228134, -0.002735719, -0.048421580)
(0.031471290, -0.106994500, -0.045252780)
(0.024131400, 0.016989990, -0.069877020)
(-0.042757090, -0.060330760, 0.009212908)
(-0.024863450, -0.002208826, 0.002246831)
(-0.050861740, -0.018516650, 0.001033918)
(-0.046009610, -0.028606490, 0.008314563)
(-0.032363760, -0.079202710, 0.067249790)
(-0.030048020, -0.025139070, -0.068366870)
(0.010587310, 0.015655400, 0.017675660)
(0.008756949, 0.019154730, -0.026052580)
(0.049873730, 0.083824600, -0.006424299)
(0.106004100, -0.175209100, 0.024174280)
(-0.007428057, 0.042762320, 0.022014280)
(0.060190860, -0.092802030, -0.098809260)
(-0.045650270, 0.055894210, -0.023502400)
(-0.018955590, -0.008375280, 0.037534060)
(0.010543710, 0.026958690, 0.016468570)
(0.022677110, -0.011792830, 0.047258440)
(0.081373970, 0.005169192, 0.029547920)
(0.036800230, 0.008502534, 0.028416040)
(0.020436890, 0.093955040, 0.063474370)
(0.040129640, -0.052171280, -0.000978917)
(0.061381870, 0.010952700, 0.066079720)
(-0.099379860, -0.052747660, 0.008653748)
(-0.143271300, -0.057118900, -0.101109800)
(-0.061779010, 0.027522690, -0.121497300)
(-0.003089082, 0.002858999, 0.041392290)
(0.054557640, -0.025677470, 0.023741510)
(0.011835050, -0.040104980, -0.129191700)
(-0.000891808, -0.010924780, 0.030473930)
(-0.009047641, 0.016429670, -0.009113647)
(-0.052056800, -0.022130460, -0.077054780)
