(0.019766830, -0.438397100, -0.898564000)
(0.019225580, -0.441160200, -0.897222300)
(0.019225580, -0.441160200, -0.897222300)
(0.018932100, -0.446233200, -0.894716400)
(0.018706100, -0.454583600, -0.890507600)
(0.018444610, -0.466548900, -0.884303200)
(0.017573270, -0.481633700, -0.876196400)
(0.016570160, -0.501042400, -0.865264100)
(0.015559350, -0.525221100, -0.850823600)
(0.015505140, -0.553920300, -0.832425200)
(0.015505140, -0.553920300, -0.832425200)
(0.016185590, -0.584524500, -0.811214600)
(0.017674990, -0.613443600, -0.789540800)
(0.022677500, -0.638112000, -0.769609500)
(0.031064200, -0.655551000, -0.754511600)
(0.037457460, -0.666261900, -0.744776400)
(0.039468230, -0.673609800, -0.738032800)
(0.039014090, -0.680130100, -0.732052600)
(0.039014090, -0.680130100, -0.732052600)
(0.039031580, -0.687059500, -0.725552100)
(0.039599040, -0.693937800, -0.718945300)
(0.039821130, -0.699693900, -0.713332100)
(0.040163650, -0.704429400, -0.708636800)
(0.040751070, -0.709565600, -0.703460000)
(0.041854580, -0.714304400, -0.698582300)
(0.042323340, -0.717756400, -0.695006700)
(0.042323340, -0.717756400, -0.695006700)
(0.041925820, -0.719945900, -0.692762600)
(0.040725200, -0.721588800, -0.691122900)
(0.037933100, -0.722734900, -0.690083600)
(0.034142970, -0.723377300, -0.689608300)
(0.029624810, -0.722951100, -0.690263700)
(0.025046070, -0.721591800, -0.691865700)
(0.021820730, -0.719926900, -0.693706900)
(0.021820730, -0.719926900, -0.693706900)
(0.019517520, -0.718554000, -0.695197300)
(0.017672880, -0.717408500, -0.696428500)
(0.016647100, -0.716008700, -0.697892800)
(0.016171270, -0.714012500, -0.699946200)
(0.016328800, -0.711614300, -0.702380500)
(0.017412530, -0.709038800, -0.704954400)
(0.019651810, -0.706686300, -0.707254000)
(0.019651810, -0.706686300, -0.707254000)
(0.022871140, -0.704554600, -0.709281200)
(0.026554050, -0.702732600, -0.710958400)
(0.030154300, -0.701131900, -0.712393700)
(0.033213500, -0.699855100, -0.713512200)
(0.035508960, -0.698625700, -0.714605600)
(0.036768400, -0.696752900, -0.716368300)
(0.036958970, -0.694140300, -0.718890400)
(0.036958970, -0.694140300, -0.718890400)
(0.036694360, -0.691107500, -0.721819800)
(0.036114880, -0.688002900, -0.724808900)
(0.034663770, -0.684648600, -0.728048500)
(0.032089200, -0.681463100, -0.731148600)
(0.029149390, -0.678893800, -0.733657600)
(0.026412600, -0.676868400, -0.735630000)
(0.026412600, -0.676868400, -0.735630000)
(0.023814880, -0.674943500, -0.737485100)
(0.020823020, -0.673512200, -0.738882800)
(0.017042430, -0.672249300, -0.740128600)
(0.012810630, -0.671398100, -0.740986200)
(0.007868800, -0.671084400, -0.741339100)
(0.001240617, -0.670816400, -0.741622300)
(-0.008087365, -0.670528800, -0.741839300)
(-0.020898290, -0.670275900, -0.741817700)
(-0.020898290, -0.670275900, -0.741817700)
(-0.037575010, -0.669652300, -0.741723700)
(-0.056891930, -0.668586300, -0.741455100)
(-0.077470760, -0.667807500, -0.740291500)
(-0.099396500, -0.666873900, -0.738511700)
(-0.123434800, -0.665819600, -0.735831500)
(-0.149476000, -0.664293900, -0.732373200)
(-0.149476000, -0.664293900, -0.732373200)
(-0.176258100, -0.662025200, -0.728461100)
(-0.202120400, -0.659345700, -0.724161900)
(-0.226944600, -0.656075800, -0.719764300)
(-0.250804600, -0.652190500, -0.715363300)
(-0.273446600, -0.648756100, -0.710170600)
(-0.293444000, -0.646973900, -0.703786500)
(-0.310617000, -0.645651600, -0.697603800)
(-0.326288100, -0.642736600, -0.693127400)
(-0.326288100, -0.642736600, -0.693127400)
(-0.341070300, -0.638409500, -0.690003200)
(-0.355046300, -0.633946700, -0.687061700)
(-0.368072900, -0.629944900, -0.683880000)
(-0.379314600, -0.626084000, -0.681277600)
(-0.388961200, -0.622453300, -0.679162100)
(-0.397798100, -0.619159500, -0.677051100)
(-0.405659900, -0.617032100, -0.674323000)
(-0.405659900, -0.617032100, -0.674323000)
(-0.413040400, -0.615172900, -0.671535600)
(-0.420989600, -0.612021000, -0.669475900)
(-0.428641700, -0.608047200, -0.668240100)
(-0.433871200, -0.605362500, -0.667302000)
(-0.436004300, -0.604618800, -0.666585600)
(-0.437444300, -0.604253200, -0.665973400)
(-0.440037200, -0.602883300, -0.665506500)
(-0.440037200, -0.602883300, -0.665506500)
(-0.443393300, -0.601423900, -0.664598800)
(-0.447080200, -0.600215100, -0.663220200)
(-0.450612800, -0.598696300, -0.662201500)
(-0.453452100, -0.597451300, -0.661387300)
(-0.455957000, -0.596486300, -0.660535600)
(-0.458306700, -0.595857400, -0.659476200)
(-0.458306700, -0.595857400, -0.659476200)
(-0.460028800, -0.595552400, -0.658552100)
(-0.461094600, -0.595315300, -0.658020900)
(-0.461510000, -0.595145900, -0.657882900)
(-0.461052500, -0.595052100, -0.658288200)
(-0.460224000, -0.594930300, -0.658977900)
(-0.459420900, -0.595265200, -0.659235800)
(-0.458838700, -0.596231300, -0.658768000)
(-0.458838700, -0.596231300, -0.658768000)
(-0.458255100, -0.597137000, -0.658353900)
(-0.457816900, -0.597229100, -0.658575100)
(-0.457331500, -0.597101300, -0.659028100)
(-0.456359400, -0.597488900, -0.659350600)
(-0.454577700, -0.598334500, -0.659814300)
(-0.452232500, -0.598994300, -0.660826400)
(-0.449724600, -0.599219600, -0.662331900)
(-0.449724600, -0.599219600, -0.662331900)
(-0.447353200, -0.599228700, -0.663927700)
(-0.444959200, -0.599175900, -0.665582200)
(-0.442258000, -0.599004800, -0.667533600)
