(-0.107620300, 0.144529500, -0.983630600)
(-0.081418300, 0.038704280, -0.995928200)
(-0.081418300, 0.038704280, -0.995928200)
(-0.074257200, -0.042561380, -0.996330400)
(-0.074257200, -0.042561380, -0.996330400)
(-0.068244440, -0.142907800, -0.987380400)
(-0.068244440, -0.142907800, -0.987380400)
(-0.067585600, -0.340139200, -0.937943200)
(-0.067585600, -0.340139200, -0.937943200)
(-0.068260040, -0.396393800, -0.915539500)
(-0.068260040, -0.396393800, -0.915539500)
(-0.061849450, -0.519013700, -0.852525300)
(-0.061849450, -0.519013700, -0.852525300)
(-0.048067640, -0.598904100, -0.799376900)
(-0.048067640, -0.598904100, -0.799376900)
(-0.046644920, -0.623451200, -0.780469700)
(-0.046644920, -0.623451200, -0.780469700)
(-0.053801350, -0.675923400, -0.735005400)
(-0.053801350, -0.675923400, -0.735005400)
(-0.052051850, -0.735628100, -0.675382800)
(-0.052051850, -0.735628100, -0.675382800)
(-0.049796860, -0.758385500, -0.649901400)
(-0.049796860, -0.758385500, -0.649901400)
(-0.046979710, -0.799360600, -0.599012100)
(-0.046979710, -0.799360600, -0.599012100)
(-0.030933370, -0.837026700, -0.546287100)
(-0.030933370, -0.837026700, -0.546287100)
(-0.027819520, -0.863459400, -0.503650700)
(-0.027819520, -0.863459400, -0.503650700)
(-0.031302950, -0.874069100, -0.484792100)
(-0.005140866, -0.902486300, -0.430687700)
(-0.005140866, -0.902486300, -0.430687700)
(-0.005140866, -0.902486300, -0.430687700)
(0.006139134, -0.906648300, -0.421842600)
(0.006139134, -0.906648300, -0.421842600)
(0.010057930, -0.910109800, -0.414245200)
(0.010682940, -0.921913700, -0.387248100)
(0.010682940, -0.921913700, -0.387248100)
(0.010682940, -0.921913700, -0.387248100)
(0.010821260, -0.925655100, -0.378213900)
(0.010821260, -0.925655100, -0.378213900)
(0.007009491, -0.930538300, -0.366127500)
(0.005921334, -0.944951500, -0.327156800)
(0.005921334, -0.944951500, -0.327156800)
(0.005921334, -0.944951500, -0.327156800)
(0.008827530, -0.950163400, -0.311627800)
(0.008827530, -0.950163400, -0.311627800)
(0.008973748, -0.956241600, -0.292440400)
(0.008973748, -0.956241600, -0.292440400)
(0.008741369, -0.969376500, -0.245423900)
(0.008741369, -0.969376500, -0.245423900)
(0.009070532, -0.972275900, -0.233660700)
(0.009070532, -0.972275900, -0.233660700)
(0.000035761, -0.979111500, -0.203324100)
(-0.003994413, -0.985537100, -0.169412600)
(-0.003994413, -0.985537100, -0.169412600)
(-0.003994413, -0.985537100, -0.169412600)
(-0.001574234, -0.988826800, -0.149061000)
(-0.001574234, -0.988826800, -0.149061000)
(0.002567898, -0.994464600, -0.105039900)
(0.009153163, -0.996999000, -0.076871470)
(0.009153163, -0.996999000, -0.076871470)
(0.009153163, -0.996999000, -0.076871470)
(0.010918230, -0.997711800, -0.066722840)
(0.015256040, -0.999311300, -0.033822990)
(0.015256040, -0.999311300, -0.033822990)
(0.010727490, -0.999426900, -0.032105830)
(0.010727490, -0.999426900, -0.032105830)
(0.010727490, -0.999426900, -0.032105830)
(0.008355385, -0.999331100, -0.035602960)
(0.005335854, -0.999215700, -0.039237270)
(0.005335854, -0.999215700, -0.039237270)
(-0.005758463, -0.994574100, -0.103871900)
(-0.005758463, -0.994574100, -0.103871900)
(-0.005758463, -0.994574100, -0.103871900)
(-0.005758463, -0.994574100, -0.103871900)
(0.030379940, -0.981197700, -0.190598600)
(0.030379940, -0.981197700, -0.190598600)
(0.019043720, -0.970807100, -0.239104000)
(0.019043720, -0.970807100, -0.239104000)
(-0.024335050, -0.945291500, -0.325318200)
(-0.024335050, -0.945291500, -0.325318200)
(-0.041508710, -0.910784100, -0.410791400)
(-0.041508710, -0.910784100, -0.410791400)
(-0.057159420, -0.887782600, -0.456700000)
(-0.057159420, -0.887782600, -0.456700000)
(-0.057159420, -0.887782600, -0.456700000)
(-0.119268900, -0.833860800, -0.538935200)
(-0.152111700, -0.788612500, -0.595778800)
(-0.152111700, -0.788612500, -0.595778800)
(-0.175040700, -0.735944900, -0.654022800)
(-0.175040700, -0.735944900, -0.654022800)
(-0.175040700, -0.735944900, -0.654022800)
(-0.177061900, -0.710940400, -0.680597400)
(-0.172705400, -0.636705000, -0.751518200)
(-0.172705400, -0.636705000, -0.751518200)
(-0.170720000, -0.612140400, -0.772100300)
(-0.170720000, -0.612140400, -0.772100300)
(-0.170720000, -0.612140400, -0.772100300)
(-0.163019100, -0.587925100, -0.792318600)
(-0.138073700, -0.506410800, -0.851166100)
