3,509238000
3,512836000
3,516592000
3,520699000
3,524147000
3,527698000
3,532142000
3,536040000
3,539524000
3,543271000
3,546689000
3,550812000
3,558813000
3,562336000
3,566200000
3,569743000
3,573395000
3,576876000
3,581067000
3,584823000
3,588511000
3,591911000
3,595479000
3,599101000
3,602994000
3,607449000
3,615739000
3,619360000
3,623093000
3,626579000
3,630446000
3,634174000
3,637942000
3,641950000
3,645546000
3,649009000
3,652869000
3,657423000
3,660913000
3,664393000
3,672631000
3,676484000
3,680146000
3,683892000
3,687617000
3,691118000
3,694939000
3,698833000
3,702918000
3,707494000
3,711374000
3,715026000
3,718822000
3,726650000
3,730600000
3,734083000
3,737575000
3,741065000
3,744622000
3,748043000
3,751706000
3,755301000
3,758798000
3,762709000
3,766276000
3,770010000
3,773548000
3,782474000
3,785953000
3,789639000
3,793620000
3,797086000
3,800471000
3,804085000
3,808280000
3,811922000
3,815245000
3,818645000
3,822703000
3,826182000
3,829962000
3,838117000
3,841928000
3,845481000
3,849129000
3,853155000
3,857769000
3,861511000
3,865132000
3,869083000
3,872986000
3,876784000
3,880932000
3,884745000
3,892520000
3,896279000
3,899839000
3,903499000
3,907722000
3,911520000
3,914999000
3,918701000
3,922076000
3,925771000
3,929364000
3,933195000
3,939566000
3,947696000
3,951470000
3,955174000
3,958770000
3,962404000
3,965977000
3,969700000
3,973616000
3,977296000
3,980949000
3,984902000
3,988489000
3,992030000
3,995662000
4,003717000
4,008616000
4,012249000
4,015755000
4,019459000
4,023101000
4,026752000
4,030639000
4,034266000
4,038043000
4,041607000
4,045179000
4,048757000
4,052635000
4,060622000
4,064501000
4,068117000
4,071715000
4,075463000
4,079103000
4,083217000
4,086813000
4,090724000
4,094256000
4,098068000
4,101598000
4,105407000
4,108933000
4,116617000
4,120942000
4,124668000
4,128379000
4,132751000
4,136295000
4,140056000
4,143597000
4,147123000
4,151135000
4,154756000
4,158609000
4,162185000
4,165768000
4,173335000
4,176902000
4,181050000
4,184641000
4,188252000
4,192131000
4,195990000
4,199442000
4,203181000
4,207445000
4,211584000
4,215431000
4,219372000
4,222983000
4,230699000
4,234154000
4,237664000
4,241556000
4,245348000
4,248944000
4,252687000
4,256244000
4,259806000
4,263483000
4,267240000
4,271133000
4,275032000
4,278612000
4,287215000
4,290834000
4,294681000
4,298285000
4,302173000
4,305747000
4,309702000
4,313256000
4,316726000
4,320371000
4,323966000
4,327808000
4,332373000
4,335774000
4,343914000
4,347607000
4,351397000
4,355057000
4,358552000
4,362600000
4,366515000
4,370187000
4,373818000
4,377521000
4,381335000
4,384997000
4,388689000
4,392695000
4,400764000
4,404542000
4,408345000
4,412053000
4,415653000
4,419477000
4,423200000
4,426977000
4,430569000
4,434304000
4,438269000
4,441871000
4,445432000
4,449279000
4,458005000
4,461674000
4,465307000
4,469079000
4,472747000
4,476412000
4,480245000
4,484200000
4,487669000
4,491464000
4,494903000
4,498734000
4,502232000
4,505743000
4,513755000
4,517778000
4,521466000
4,524858000
4,528551000
4,532910000
4,536881000
4,540660000
4,544425000
4,547919000
4,551658000
4,555051000
4,558870000
4,562325000
4,570293000
4,574234000
4,577641000
4,582082000
4,585931000
4,589373000
4,592732000
4,596528000
4,600695000
4,604271000
4,608648000
4,612313000
4,616227000
4,619608000
4,627466000
4,632028000
4,635805000
4,639193000
4,643020000
4,646550000
4,650281000
4,653789000
4,658451000
4,662759000
4,666217000
4,670055000
4,673456000
4,677262000
4,685302000
4,688893000
4,692832000
4,696167000
4,699981000
4,703486000
4,707675000
4,711382000
4,715226000
4,718746000
4,722984000
4,726507000
4,730196000
4,733998000
4,742117000
4,745656000
4,749280000
4,752989000
4,757159000
4,764504000
4,768253000
4,772017000
4,775477000
4,779125000
4,783539000
4,787388000
4,791122000
4,799232000
4,802910000
4,807329000
4,811187000
4,814960000
4,818705000
4,822577000
4,826275000
4,829815000
4,833498000
4,838884000
4,842774000
4,846532000
4,854930000
4,858683000
4,862295000
4,865816000
4,869390000
4,873285000
4,876739000
4,880344000
4,883794000
4,887300000
4,890959000
4,894684000
4,898435000
4,902326000
4,910216000
4,913704000
4,917066000
4,920770000
4,924407000
4,927975000
4,932403000
4,935983000
4,939686000
4,943336000
4,947197000
4,950824000
4,954434000
4,958268000
4,966927000
4,970551000
4,974333000
4,977852000
4,982538000
4,986259000
4,990114000
4,994152000
4,997927000
5,001503000
5,005523000
5,008903000
5,012547000
5,016248000
5,023981000
5,028126000
5,032318000
5,036011000
5,039571000
5,043145000
5,046615000
5,050688000
5,054083000
5,058674000
5,062415000
5,066119000
5,070134000
5,073623000
5,082459000
5,086378000
5,090017000
5,093561000
5,097280000
5,100855000
5,104704000
5,108393000
5,112436000
5,116251000
5,120106000
5,123933000
5,127434000
5,131258000
5,139146000
5,143091000
5,146885000
5,150403000
5,154053000
5,158621000
5,162188000
5,165725000
5,169440000
5,173350000
5,177175000
5,180999000
5,184798000
5,188627000
5,196208000
5,199712000
5,203771000
5,208021000
5,211763000
5,215264000
5,219054000
5,222527000
5,226276000
5,229955000
5,234066000
5,237573000
5,241264000
5,244764000
5,252841000
5,257512000
5,261389000
5,265287000
5,268824000
5,272419000
5,276114000
5,279465000
5,283319000
5,286912000
5,291287000
5,294841000
5,298503000
5,302082000
5,310235000
5,313876000
5,317814000
5,321639000
5,325483000
5,329015000
5,333707000
5,337528000
5,341228000
5,344839000
5,348659000
5,352587000
5,356196000
5,360025000
5,367917000
5,371524000
5,375407000
5,379132000
5,383339000
5,386925000
5,390340000
5,393805000
5,397608000
5,401171000
5,405012000
5,408696000
5,412833000
5,416267000
5,424160000
5,427950000
5,432104000
5,435679000
5,439491000
5,443583000
5,447175000
5,450509000
5,454255000
5,458488000
5,462330000
5,465816000
5,469568000
5,473511000
5,481365000
5,485031000
5,488639000
5,492247000
5,495774000
5,499557000
5,503473000
5,507889000
5,511647000
5,515394000
5,519311000
5,522787000
5,526645000
5,530618000
5,538951000
5,542403000
5,546279000
5,550019000
5,553767000
5,558097000
5,562095000
5,565852000
5,569558000
5,573304000
5,576898000
5,580817000
5,584342000
5,588056000
5,596505000
5,602852000
5,606555000
5,609982000
5,613652000
5,617361000
5,621182000
5,625011000
5,628899000
5,633431000
5,637494000
5,641367000
5,644916000
5,652855000
5,657845000
5,661486000
5,665062000
5,668575000
5,672424000
5,676185000
5,680126000
5,684206000
5,687560000
5,690935000
5,694571000
5,698320000
5,701686000
5,709597000
5,713695000
5,717380000
5,720994000
5,724586000
5,728347000
5,732419000
5,736096000
5,739693000
5,743721000
5,747303000
5,750865000
5,754261000
5,758689000
5,766300000
5,770493000
5,773923000
5,777505000
5,781242000
5,784782000
5,788636000
5,792241000
5,795989000
5,799446000
5,803308000
5,807827000
5,811374000
5,814842000
5,822816000
5,826433000
5,830732000
5,834433000
5,838165000
5,841741000
5,845639000
5,849196000
5,853094000
5,857711000
5,861650000
5,865411000
5,869014000
5,877120000
5,880721000
5,884608000
5,888226000
5,892278000
5,895748000
5,899588000
5,903142000
5,907342000
5,910791000
5,914537000
5,918205000
5,922457000
5,926005000
5,934174000
5,937840000
5,941717000
5,945245000
5,948795000
5,952731000
5,957208000
5,960744000
5,964407000
5,967868000
5,971762000
5,975286000
5,979059000
5,983203000
5,991222000
5,994856000
5,998655000
6,002225000
6,006083000
6,009849000
6,014144000
6,017669000
6,021399000
6,024971000
6,028774000
6,033277000
6,036971000
6,041139000
6,048717000
6,052446000
6,056212000
6,059898000
6,063662000
6,067113000
6,070880000
6,074367000
6,077916000
6,082315000
6,086053000
6,089520000
6,093533000
6,097090000
6,105697000
6,109329000
6,113066000
6,116470000
6,120343000
6,123982000
6,127900000
6,132543000
6,136049000
6,139849000
6,143553000
6,147058000
6,150891000
6,154280000
6,162103000
6,166160000
6,169673000
6,173494000
6,177049000
6,180983000
6,184869000
6,188522000
6,192391000
6,195999000
