(-0.041523240, -0.366143700, -0.000442380)
(-0.041523240, -0.366143700, -0.000442380)
(-0.041523240, -0.366143700, -0.000442380)
(-0.044306200, -0.236768300, 0.021481240)
(-0.044306200, -0.236768300, 0.021481240)
(-0.042148350, -0.159081300, 0.022261070)
(-0.042148350, -0.159081300, 0.022261070)
(-0.009275795, -0.141195900, 0.058600790)
(0.099614730, -0.175595800, 0.033893410)
(0.099614730, -0.175595800, 0.033893410)
(0.060095820, -0.102099600, -0.000239862)
(0.060095820, -0.102099600, -0.000239862)
(-0.050287430, 0.049127940, -0.162159700)
(-0.050287430, 0.049127940, -0.162159700)
(-0.015367600, 0.269112400, -0.352635500)
(-0.015367600, 0.269112400, -0.352635500)
(-0.010378520, 0.378247600, -0.307490200)
(-0.010378520, 0.378247600, -0.307490200)
(-0.005457162, 0.352843100, -0.187287500)
(-0.005457162, 0.352843100, -0.187287500)
(-0.025371410, 0.339030000, -0.236947700)
(-0.063377090, 0.328344300, -0.174201700)
(-0.063377090, 0.328344300, -0.174201700)
(-0.033127260, 0.346806400, -0.102869900)
(-0.033127260, 0.346806400, -0.102869900)
(0.062493410, 0.220079700, -0.126457600)
(0.062493410, 0.220079700, -0.126457600)
(-0.024853070, 0.158730100, -0.102770100)
(-0.024853070, 0.158730100, -0.102770100)
(-0.092047560, 0.116597300, -0.137312700)
(-0.093787570, 0.145958200, -0.072336840)
(-0.093787570, 0.145958200, -0.072336840)
(-0.093787570, 0.145958200, -0.072336840)
(0.036661500, -0.005535340, 0.055816560)
(0.120163500, -0.219726200, -0.012735500)
(0.120163500, -0.219726200, -0.012735500)
(0.011420370, 0.069171910, -0.120116100)
(0.011420370, 0.069171910, -0.120116100)
(-0.026825930, 0.153189700, -0.105128000)
(-0.026825930, 0.153189700, -0.105128000)
(-0.075168860, 0.132957800, -0.090056290)
(-0.075168860, 0.132957800, -0.090056290)
(0.058304850, 0.105164400, -0.009765702)
(0.058304850, 0.105164400, -0.009765702)
(0.121366000, -0.029680780, -0.053018650)
(0.121366000, -0.029680780, -0.053018650)
(0.082276080, -0.010294060, -0.059477860)
(-0.057470780, 0.070812380, -0.009596653)
(-0.057470780, 0.070812380, -0.009596653)
(-0.049998590, 0.146315500, -0.037454080)
(-0.049998590, 0.146315500, -0.037454080)
(0.048919050, -0.048521940, 0.055212130)
(0.048919050, -0.048521940, 0.055212130)
(-0.002646484, 0.010830580, 0.004170815)
(-0.002646484, 0.010830580, 0.004170815)
(-0.002646484, 0.010830580, 0.004170815)
(-0.002646484, 0.010830580, 0.004170815)
(0.088976030, 0.010434290, -0.001227412)
(0.088976030, 0.010434290, -0.001227412)
(0.018558220, -0.046051750, 0.055013070)
(0.018558220, -0.046051750, 0.055013070)
(0.018558220, -0.046051750, 0.055013070)
(-0.026128620, -0.038813120, 0.041044810)
(-0.010638120, 0.133670900, -0.059305910)
(-0.010638120, 0.133670900, -0.059305910)
(0.047209300, 0.118310800, 0.175642400)
(0.047209300, 0.118310800, 0.175642400)
(0.007288507, 0.163875400, -0.157933300)
(0.010216320, 0.439967200, -0.303022500)
(0.010216320, 0.439967200, -0.303022500)
(-0.021755280, 0.208882600, -0.150087200)
(-0.021755280, 0.208882600, -0.150087200)
(-0.124142900, -0.058870070, -0.345130000)
(-0.124142900, -0.058870070, -0.345130000)
(0.053598700, -0.096929230, -0.087166180)
(0.053598700, -0.096929230, -0.087166180)
(-0.038496470, -0.134496200, -0.365137900)
(-0.038496470, -0.134496200, -0.365137900)
(0.017535330, 0.072190280, -0.250085300)
(0.017535330, 0.072190280, -0.250085300)
(-0.012832360, -0.022934030, -0.177334000)
(-0.012832360, -0.022934030, -0.177334000)
(-0.059803020, -0.024362210, -0.338095900)
(-0.059803020, -0.024362210, -0.338095900)
(0.001182395, 0.307446800, -0.384149000)
(-0.002297426, -0.093987190, -0.164507700)
(-0.002297426, -0.093987190, -0.164507700)
(-0.002297426, -0.093987190, -0.164507700)
(0.048426050, 0.110082200, -0.097080450)
(0.120575500, 0.101946800, 0.005994641)
(0.120575500, 0.101946800, 0.005994641)
(-0.113845500, -0.116741100, 0.121393800)
(-0.113845500, -0.116741100, 0.121393800)
(-0.111234700, 0.043790060, 0.058145480)
(-0.061792440, -0.011564750, 0.138791700)
(-0.061792440, -0.011564750, 0.138791700)
(0.055123980, -0.428748000, 0.204549800)
(0.055123980, -0.428748000, 0.204549800)
(0.055123980, -0.428748000, 0.204549800)
(0.030043590, -0.155316100, 0.103241600)
(0.095325940, -0.154529700, 0.121562700)
(0.095325940, -0.154529700, 0.121562700)
(0.036798310, -0.379335700, -0.069989760)
(0.036798310, -0.379335700, -0.069989760)
(0.036798310, -0.379335700, -0.069989760)
